Solyc03g082520	SlSAUR36	Small auxin up-regulated RNA36
Solyc03g082530	SlSAUR37	Small auxin up-regulated RNA37
Solyc03g082750	SlWRKY27	WRKY transcription factor 27
Solyc03g082790	dif54	extensin-like 54
Solyc03g082810	SlWRKY26	WRKY transcription factor 26
Solyc03g083320	cbl	calcium sensor calcineurin B
Solyc03g083910	sucr	sucrose accumulator
Solyc03g083910	ob1464-tiv1	ob1464-tomato acid invertase
Solyc03g090990	Solyc03g090990	SlCortical cell-delineating protein
Solyc03g091010	Solyc03g091010	Sl Cortical cell-delineating protein
Solyc03g093060	Solyc03g093060	Cortical cell-delineating protein
Solyc03g093130	xth3	xyloglucan endotransglucosylase-hydrolase 3
Solyc03g093230	SlTIP5.1	tonoplast intrinsic protein 5.1
Solyc03g093240	nos1	nitric oxide synthase 1
Solyc03g093390	expb2	beta expansin precursor 2
Solyc03g093470	apsaa2	LEAPSAA2 L.esculentum APS-AA2
Solyc03g093560	Sl-ERF_C_6	ethylene response factor C.6
Solyc03g093610	Sl-ERF_A_2	ethylene response factor A.2
Solyc03g093640	emf2	embryonic flower 2
Solyc03g093790	SlCycU4_2	cyclinU4_2
Solyc03g095770	SlWRKY80	WRKY transcription factor 80
Solyc03g095900	e86	E8 protein homolog
Solyc03g096290	SlPIP1.7	plasma membrane intrinsic protein 1.7
Solyc03g096380	prot2	proline transporter 2
Solyc03g096390	prot1	proline transporter 1
Solyc03g096460	AY568721	wound/stress protein AY568721
Solyc03g096730	gmp	pollen-specific kinase partner protein
Solyc03g096730	ob5308-DQ449030	ob5308-GDP-mannose pyrophosphorylase DQ449030
Solyc03g097270	cys9	cystatin 9
Solyc03g097510	SlSAUR38	Small auxin up-regulated RNA38
Solyc03g097910	pyd1a	putative dehydrogenase
Solyc03g097920	SlMAPKK4	MAP kinase kinase 4
Solyc03g098050	SlCaM6	Calmodulin 6
Solyc03g098150	pk6	protein kinase 6
Solyc03g098240	GAD	glutamate decarboxylase
Solyc03g098280	SlAGO1b	Argonaute 1b
Solyc03g104810	SlWRKY5	WRKY transcription factor 5
Solyc03g110880	rpd2	RNA polymerase 4 second largest subunit (RPD2)
Solyc03g111050	CIP5	CONSTANS interacting protein 5
Solyc03g111580	SlC3H27	Zinc finger transcription factor 27
Solyc03g111730	CysEP	KDEL-tailed cysteine endopeptidase
Solyc03g111760	SlAGO15	Argonaute15
Solyc03g112140	SlMAPKKK27	MAP kinase kinase kinase 27
Solyc03g112350	SlDEAD12	RNA helicase DEAD12
Solyc03g113120	SlWRKY73	WRKY transcription factor 73
Solyc03g113270	vahox1	LEVAHOX1G L.esculentum homeobox
Solyc03g113400	lha1	TOMLHA1 H+-ATPase
Solyc03g113570	Solyc03g113570	Germin-like protein
Solyc03g113590	AF516366	5-formyltetrahydrofolate cycloligase
Solyc03g114030	perm	PermeaseI-like protein
Solyc03g114140	SlRDR2	RNA-dependent RNA polymerase2
Solyc03g114310	SlMAPKKK28	MAP kinase kinase kinase 28
Solyc03g114340	dxr	1-deoxy-D-xylulose-5-phosphate reductoisomerase
Solyc03g114370	SlDEAD13	RNA helicase DEAD13
Solyc03g114600	asc	Alternaria stem canker resistance
Solyc03g114720	SlbHLH023	bHLH transcription factor 023
Solyc03g114780	SlDEAH9	RNA helicase DEAH-box9
Solyc03g114830	fruitfull2	FRUITFULL-like MADS-box 2
Solyc03g114840	SlMADS1	MADS-box protein 1
Solyc03g115010	SlTCP4	TCP transcription factor 4
Solyc03g115230	tfhs1	Solanum lycopersicum heat shock protein
Solyc03g115390	SlDEAH10	RNA helicase DEAH-box10
Solyc03g115540	SlbHLH024	bHLH transcription factor 024
Solyc03g115650	tif5a-1	eukaryotic translation initiation factor 5A-1
Solyc03g115700	AY222455	SNF1-related protein kinase
Solyc03g115890	expa10	expansin 10
Solyc03g116320	SlTCP16	TCP transcription factor 16
Solyc03g116340	SlbHLH025	bHLH transcription factor 025
Solyc03g116410	SlC3H28	Zinc finger transcription factor 28
Solyc03g116420	SlC3H29	Zinc finger transcription factor 29
Solyc03g116500	xopg1	polygalacturonase (XOPG1)
Solyc03g116890	SlWRKY39	WRKY transcription factor 39
Solyc03g116910	ccr2	cinnamoyl-CoA reductase 2
Solyc03g117050	SlNIP6.1	NOD26-like intrinsic protein 6.1
Solyc03g117440	SlDEAD14	RNA helicase DEAD14
Solyc03g117640	SlMAPKKK29	MAP kinase kinase kinase 29
Solyc03g117980	wfi1	whitefly-induced gp91-phox
Solyc03g118040	cnx	calnexin
Solyc03g118160	fa	falsiflora
Solyc03g118290	arf2	auxin response factor 2A
Solyc03g118740	SlPIN1	SlPIN1
Solyc03g118750	AF328858	phosphoethanolamine N-methyltransferase
Solyc03g119040	arca2	LeArcA2 protein containing 7 WD40 repeats
Solyc03g119060	div	divaricata
Solyc03g119080	AF403444	beta-mannosidase enzyme
Solyc03g119140	SlMAPKKK30	MAP kinase kinase kinase 30
Solyc03g119430	SlC3H30	Zinc finger transcription factor 30
Solyc03g119490	SlMAPKK3	MAP kinase kinase 3
Solyc03g119770	SlTCP9	branched1a
Solyc03g119910	3oh2	Le3OH-23b-hydroxylase
Solyc03g120060	CYP734A7	castasterone 26-hydroxylase
Solyc03g120190	SlOFP7	ovate family protein 7
Solyc03g120200	SlDEAH11	RNA helicase DEAH-box11
Solyc03g120340	cenpc1	centromere protein C1
Solyc03g120380	SlIAA19	auxin-regulated IAA19
Solyc03g120390	iaa15	auxin-regulated IAA15
Solyc03g120440	SlCycA2_1	cyclin A2_1
Solyc03g120470	SlTIP2.2	tonoplast intrinsic protein 2.2
Solyc03g120500	SlIAA27	auxin-regulated IAA27
Solyc03g120650	kpp	GDP-mannose pyrophosphorylase
Solyc03g120790	SlOFP8	ovate family protein 8
Solyc03g121060	SlIAA26	auxin-regulated IAA26
Solyc03g121070	hxk1	hexokinase
Solyc03g121400	SlDof14	Dof zinc finger protein14
Solyc03g121540	ob1386-teg1a	ob1386-ss-galactosidase
Solyc03g121540	TBG3	beta-galactosidase 3
Solyc03g121800	copz1	copz1 nonclathrin coat protein zeta1-COP
Solyc03g122340	loxd	lipoxygenase D
Solyc03g123400	GRAS16	GRAS16
Solyc03g123500	Sl-ERF_C_4	GCC box binding protein C.4
Solyc03g123550	SlSAUR39	Small auxin up-regulated RNA39
Solyc03g123630	pmeu1	pectin methylesterase pmeu1
Solyc03g123660	AF332958	ubiquitin conjugating enzyme 2
Solyc03g123760	pds1	phytoene desaturase
Solyc03g123800	SlMAPKK2	MAP kinase kinase 2
Solyc03g123860	INRPK1c	Receptor-like protein kinase INRPK1c
Solyc04g005250	SlDRM1L	cytosine-5 DNA methyltransferase1
Solyc04g005310	AY150044	translin-associated factor X
Solyc04g005610	Solyc04g005610	NAC domain protein NAC2
Solyc04g006980	SlTCP22	TCP transcription factor 22
Solyc04g007470	Znf	Drought responsive Zinc finger protein
Solyc04g007690	SlPIN3	SlPIN3
Solyc04g007710	mapk14	mitogen-activated protein kinase 14
Solyc04g008070	SDS	cyclinSDS
Solyc04g008160	help2	hero resistance 2
Solyc04g008170	help3	hero resistance 3
Solyc04g008200	help1	LES457048 hero resistance protein 1 homologue
Solyc04g008210	ETAG-A3	ETAG-A3
Solyc04g008270	AnnSl8	annexin 8
Solyc04g008540	th1	LeTH1tobamovirus multiplication 1 homolog
Solyc04g008550	SlC3H31	Zinc finger transcription factor  31
Solyc04g009180	SlTCP14	TCP transcription factor 14
Solyc04g009200	TOMGSAAM	glutamate 1-semialdehyde 2,1-aminomutase
Solyc04g009440	AY498713	NAC domain protein AY498713
Solyc04g009620	Z21791	chorismate synthase 2 precursor
Solyc04g009900	AF203481	phosphoenolpyruvate carboxylase kinase
Solyc04g009950	cdc5	cell division cycle 5
Solyc04g010330	ARP	Auxin-regulated protein
Solyc04g011360	ypt2	GTP-binding protein
Solyc04g011760	Solyc04g011760	Solyc04g011760
Solyc04g012120	sig5	SIG5 14-3-3 family protein
Solyc04g012160	SRK2C	SNF1-related kinase
Solyc04g014210	SlDEAH12	RNA helicase DEAH-box12
Solyc04g014510	gts1	glutamine synthase
Solyc04g014530	Sl-ERF_C_2	Ethylene Response Factor C.2
Solyc04g014690	SlMAPKKK32	MAP kinase kinase kinase 32
Solyc04g014800	imp1	myo-inositol monophosphatase 1
Solyc04g014870	SlRDR6a	RNA-dependent RNA polymerase6a
Solyc04g015450	X55684	extensin X55684
Solyc04g015680	ide	insulin degrading enzyme
Solyc04g016470	tomqa	LEQA L.esculentum TomQ'a beta(1,3)glucanase
Solyc04g017710	SlC3H32	Zinc finger transcription factor 32
Solyc04g025300	sgs3	sgs3 innate immune response protein
Solyc04g040190	crtl1	lycopene beta-cyclase
Solyc04g045660	MLH1	MLH1
Solyc04g049010	ein57	ethylene insensitive 5/7
Solyc04g049070	gluii	alpha glucosidase II
Solyc04g049090	SlMlo1	SlMlo1
Solyc04g049350	Z21796	chorismate synthase 1 precursor
Solyc04g049360	AY425708	aminodeoxychorismate synthase/glutamine amidotransferase
Solyc04g050150	SlDEAH13	RNA helicase DEAH-box13
Solyc04g050210	SlWRKY69	WRKY transcription factor 69
Solyc04g050440	amt2	ammonium transporter
Solyc04g050930	vde	violaxanthin de-epoxidase
Solyc04g051360	Sl-ERF_D_1	Ethylene Response Factor D.1
Solyc04g051540	SlWRKY13	WRKY transcription factor 13
Solyc04g051580	TOMTRALTBR	(DB244) meloidogyne-induced giant cell protein
Solyc04g051690	SlWRKY51	WRKY transcription factor 51
Solyc04g051860	X63560	shikimate kinase precursor
Solyc04g054320	nitf	leucine-zipper transcription factor
Solyc04g054690	ao	ascorbate oxidase
Solyc04g054740	inps	myo-inositol-1-phosphate synthase
Solyc04g055170	an35	annexin p35
Solyc04g056270	er66	ER66
Solyc04g056280	cdkc	cyclin dependent kinase C
Solyc04g056360	SlWRKY36	WRKY transcription factor 36
Solyc04g056600	nhx2	Na+/H+ antiporter 2
Solyc04g056620	SlPIN10	Auxin Efflux Facilitator 10
Solyc04g057980	ORR	Orange Ripening
Solyc04g057990	SlC3H33	Zinc finger transcription factor 33
Solyc04g064550	gras6	gras6
Solyc04g064590	SlMAPKKK33	MAP kinase kinase kinase 33
Solyc04g064770	SlC3H34	Zinc finger transcription factor 34
Solyc04g064800	SlC3H35	Zinc finger transcription factor 35
Solyc04g070980	cas1	cycloartenol synthase 1
Solyc04g071580	Asr_2	Abscicic acid stress ripening 2
Solyc04g071610	Asr1	Abscicic acid stress ripening 1
Solyc04g071620	Asr4	Abscicic acid stress ripening 4
Solyc04g072070	SlWRKY55	WRKY transcription factor 55
Solyc04g072160	ddtfr8	ripening regulated protein DDTFR8
Solyc04g072300	Solyc04g072300	Ethylene-responsive transcription factor 4
Solyc04g072880	SlCycH1_2	CycH1_2
Solyc04g072900	dreb3	dehydration-responsive element binding protein 3
Solyc04g073990	an34	annexin p34
Solyc04g074180	cry1a	cryptochrome 1
Solyc04g074230	sig74	SIG74 14-3-3 family protein
Solyc04g074480	Z21793	DAHP synthase 2 precursor
Solyc04g074510	tft3	tft3 14-3-3
Solyc04g074700	h52	LES17306 homeodomain protein
Solyc04g074850	ddtfr18	ripening regulated protein DDTFR18
Solyc04g074890	Solyc04g074890	Solyc04g074890
Solyc04g076040	SlCycD5_1	cyclinD5_1
Solyc04g076060	tft10	tft10
Solyc04g076090	gpi	glucose-6-phosphate isomerase
Solyc04g076480	SlMAPKKK34	MAP kinase kinase kinase  34
Solyc04g076850	e	entire
Solyc04g076880	AY007226	phosphoenolpyruvate carboxykinase
Solyc04g076920	pglcat1	beta3-glucuronyltransferase
Solyc04g076960	sut4	SlSUT4
Solyc04g077210	tkn1	Knotted 1
Solyc04g077240	SlBCAT6	SlBCAT6
Solyc04g077410	acs5	1-aminocyclopropane-1-carboxylate synthase 5
Solyc04g077480	SlbHLH034	bHLH transcription factor 034
Solyc04g077880	SlCycD7_1	cyclinD7_1
Solyc04g077980	EF667346	C2H2-type zinc finger protein
Solyc04g078110	sbt1	serine protease SBT1
Solyc04g078250	Nramp2	metal transporter Nramp2
Solyc04g078310	SlCycA3_2	cyclin A3_1
Solyc04g078470	cycd3c3	D-type cyclin-3
Solyc04g078500	J18	cyclinJ18
Solyc04g078550	SlWRKY7	WRKY transcription factor 7
Solyc04g078650	WOX4	wuschel related homobox 4
Solyc04g078760	CIP4	CONSTANS interacting protein 4
Solyc04g078820	AnnSl7	annexin 7
Solyc04g078840	AREB	AREB
Solyc04g078850	dcl	defective chloroplasts and leaves
Solyc04g078900	cyp707a1	ABA 8'-hydroxylase
Solyc04g078940	dem	LEY13632 Dem protein
Solyc04g079290	ho2	heme oxygenase 2
Solyc04g079400	SlMAPKKK35	MAP kinase kinase kinase 35
Solyc04g079510	Solyc04g079510	Peptide transporter
Solyc04g079730	aos	allene oxide synthase
Solyc04g079960	ggps2	geranylgeranyl pyrophosphate synthase 2
Solyc04g079970	rce1	RUB1 conjugating enzyme
Solyc04g080210	SlOFP9	ovate family protein 9
Solyc04g080730	mapk9	mitogen-activated protein kinase 9
Solyc04g080780	bl1	bell-like homeodomain protein 1
Solyc04g080820	SlCKX4	cytokinin oxidase4
Solyc04g080960	Z14028	pre-pro-cysteine proteinase
Solyc04g081000	SlDef	Deficiens
Solyc04g081000	ob5145-ap3	ob5145-APETALA3
Solyc04g081190	vsf1	vsf-1
Solyc04g081250	SlSAUR51	Small auxin up-regulated RNA51
Solyc04g081270	SlSAUR52	Small auxin up-regulated RNA52
Solyc04g081400	hxk4	plastidic hexokinase
Solyc04g081440	fruc	beta-fructofuranosidase
Solyc04g081490	tub	beta-tubulin
Solyc04g081580	SlDEAD15	RNA helicase DEAD15
Solyc04g081660	SlCycB2_3	cyclinB2_3
Solyc04g081860	Solyc04g081860	Solyc04g081860
Solyc04g081870	expa11	Expansin A11
Solyc04g082010	X13934	pre-plastocyanin
Solyc04g082030	odc	ornithine decarboxylase
Solyc04g082140	Z94058	pectinesterase
Solyc04g082200	dhn	dehydrin
Solyc04g082250	AY334306	FtsH-like protein precursor
Solyc04g082430	SlCycB2_4	cyclinB2_4
Solyc04g082460	Solyc04g082460	Catalase 3
Solyc04g082520	cwp1	cuticular water permeability 1
Solyc04g082610	SLGLR3_3	glutamate receptor like 3.3
Solyc04g082790	SlDEAD16	RNA helicase DEAD16
Solyc04g082840	cdkb2	B2-type cyclin dependent kinase
Solyc05g005080	Solyc05g005080	Endo-1,4-beta-glucanase
Solyc05g005090	tkn3	LEU76408  knotted 3
Solyc05g005240	SlINO	YABBY gene
Solyc05g005250	AB211526	pantothenate kinase family protein AB211526
Solyc05g005470	Solyc05g005470	Nucleoredoxin 1
Solyc05g005490	ca1	carbonic anhydrase
Solyc05g005560	TOMPOLBETA	polygalacturonase isoenzyme 1 beta subunit
Solyc05g005710	spdsyn	spermidine synthase
Solyc05g006050	SlCycD1_1	cyclinD1_1
Solyc05g006130	SlDEAD17	RNA helicase DEAD17
Solyc05g006520	AF209924	dehydrogenase AF209924
Solyc05g006590	pp2ac1	protein phosphatase 2A catalytic subunit 1
Solyc05g006740	Solyc05g006740	Sl Glutathione S-transferase
Solyc05g007110	SlWRKY76	WRKY transcription factor 76
Solyc05g007180	ja1	jasmonic acid 1
Solyc05g007190	sut2	SlSUT2
Solyc05g007420	SlTCP23	TCP transcription factor 23
Solyc05g007510	rdrp	RNA-directed RNA polymerase
Solyc05g007830	exp12	expansin12
Solyc05g007850	bsr4	bacterial spot disease resistance protein 4
Solyc05g007940	rnalx	LERNALX L.esculentum ribonuclease lx
Solyc05g007950	rnale	LERNALE L.esculentum ribonuclease le
Solyc05g008020	mapk15	mitogen-activated protein kinase 15
Solyc05g008060	SlPIN4	SlPIN4
Solyc05g008080	SlNIP4.2	NOD26-like intrinsic protein 4.2
Solyc05g008600	ddtfr6a	ripening regulated protein (DDTFR6/A)
Solyc05g008670	SlC3H36	Zinc finger transcription factor 36
Solyc05g009190	cab4a	chlorophyll a/b-binding protein
Solyc05g009350	SlC3H37	Zinc finger transcription factor 37
Solyc05g009880	SlbHLH038	bHLH transcription factor 038
Solyc05g009900	SlTCP25	TCP transcription factor 25
Solyc05g010420.1.1	samdc	S-adenosylmethionine decarboxylase
Solyc05g011940	Solyc05g011940	SlCytochrome P450
Solyc05g012020	rin	ripening inhibitor
Solyc05g012020	ob5429-MADSrin	ob5429-MADS-box transcription factor MADS-rin
Solyc05g012050	SlCRCb	CRABS CLAW b
Solyc05g012070	SlUPTG1	UDP-glucose:protein transglucosylase-like protein
Solyc05g012500	SlWRKY57	WRKY transcription factor 57
Solyc05g012560	ddtfr7	ripening regulated protein (DDTFR7)
Solyc05g012770	SlWRKY4	WRKY transcription factor 4
Solyc05g013290	Fen	Fenthion sensitivity
Solyc05g013300	Pto	Pseudomonas syringae pv tomato resis.
Solyc05g014040	SlWRKY70	WRKY transcription factor 70
Solyc05g014280	vis1	small heat shock protein 1
Solyc05g014470	gapdh	glyceraldehyde 3-phosphate dehydrogenase
Solyc05g014690	SlDEAH14	RNA helicase DEAH-box14
Solyc05g015040	SlDEAH15	RNA helicase DEAH-box 15
Solyc05g015750	sept-03	SEPALLATA3
Solyc05g015850	SlWRKY75	WRKY transcription factor 75
Solyc05g017950	AY568720	anion:sodium symporter
Solyc05g023740	aml1	Arabidopsis mei2-like protein
Solyc05g023800	RAN1	Ran protein/TC4 protein 1
Solyc05g025780	prk3	receptor-like protein kinase 3
Solyc05g032650	SlC3H38	Zinc finger transcription factor 38
Solyc05g041420	SlMAPKKK36	MAP kinase kinase kinase 36
Solyc05g044480	SlDEAH16	RNA helicase DEAH-box16
Solyc05g044510	SlDEAH17	RNA helicase DEAH-box17
Solyc05g045650	SLGLR3_4	glutamate receptor-like3.4
Solyc05g045710	SlWRKY65	WRKY transcription factor 65
Solyc05g045800	SlWRKY67	WRKY transcription factor 67
Solyc05g045880	SlWRKY66	WRKY transcription factor 66
Solyc05g046320	SlSAUR55	Small auxin up-regulated RNA55
Solyc05g047530	Z70216	trans-cinnamate 4-monooxygenase
Solyc05g047570	prk1	SLU58474  receptor-like protein kinase 1
Solyc05g047590	Solyc05g047590	Sl Pectinesterase
Solyc05g048760	pmm	phosphomannomutase
Solyc05g048850	SlDEAD18	RNA helicase DEAD18
Solyc05g049970	mapk6	mitogen-activated protein kinase 6
Solyc05g050010	acc4	1-aminocyclopropane-1-carboxylic acid synthase-4
Solyc05g050040	SlWRKY62	WRKY transcription factor 62
Solyc05g050050	SlWRKY63	WRKY transcription factor 63
Solyc05g050060	SlWRKY64	WRKY transcription factor 64
Solyc05g050120	me2	cytosolic NADP-malic enzyme
Solyc05g050330	SlWRKY60	WRKY transcription factor 60
Solyc05g050340	SlWRKY58	WRKY transcription factor 58
Solyc05g050390	atg6	beclin 1
Solyc05g050830	Solyc05g050830	Ethylene-responsive transcription factor4
Solyc05g051200	erf1a	ethylene-responsive factor 1
Solyc05g051410	SlCycD4_2	cyclinD4_2
Solyc05g051850	ins1p	putative myo-inositol-1-phosphatase
Solyc05g052030	erf4	ethylene response factor 4
Solyc05g052040	ddtfr10a	ripening regulated protein DDTFR10/A
Solyc05g052050	PTI4	DNA-binding protein Pti4
Solyc05g052070	rab1c	small GTP-binding protein C
Solyc05g052570	SlC3H39	Zinc finger transcription factor 39
Solyc05g052620	Coi1	Coronatine-insensitive 1
Solyc05g052820	prot3	proline transporter 3
Solyc05g053300	AF542182	dihydrolipoamide dehydrogenase precursor
Solyc05g053340	ga2ox-1	gibberellin 2-oxidase 1
Solyc05g053380	SlWRKY48	WRKY transcription factor 48
Solyc05g053550	chs2	chalcone synthase 2
Solyc05g054220	sip1	SNF1-related kinase complex anchoring protein
Solyc05g054410	tbp1	telomere binding protein 1
Solyc05g054700	mkp1	MAP kinase phosphatase
Solyc05g054760	dhar1	dehydroascorbate reductase 1
Solyc05g055220	SlOFP10	ovate family protein 10
Solyc05g055240	mybi	I-box binding factor
Solyc05g055750	SlWRKY34	WRKY transcription factor 34
Solyc05g055760	ipi	isopentenyl diphosphate isomerase
Solyc05g055990	SlPIP2.12	plasma membrane intrinsic protein 2.12
Solyc05g056070	TOMPS1	photosystem 1 protein
Solyc05g056290	bccp1	biotin carboxylase carrier
Solyc05g056430	SlSAUR56	Small auxin up-regulated RNA56
Solyc05g056440	SlSAUR57	Small auxin up-regulated RNA57
Solyc05g056620	mc	macrocalyx
Solyc06g005060	X14449	elongation factor 1-alpha
Solyc06g005150	apx2	ascorbate peroxidase
Solyc06g005160	apx1	cytosolic ascorbate peroxidase 1
Solyc06g005170	mpk3	mitogen-activated protein kinase 3
Solyc06g005310	Solyc06g005310	MYB transcription factor
Solyc06g005500	tpk1b	tomato protein kinase 1b
Solyc06g005560	exp9	expansin9
Solyc06g007130	LeFAD3	omega-3 fatty acid desaturase -3
Solyc06g007180	as1	asparagine synthetase 1
Solyc06g008030	SlbHLH041	bHLH transcription factor 041
Solyc06g008590	SlIAA17	auxin-regulated IAA17
Solyc06g008610	SlWRKY21	WRKY transcription factor 21
Solyc06g008740	SlC3H40	Zinc finger transcription factor 40
Solyc06g008790	Mi1-1	Mi-1.1
Solyc06g008820	nhx1	Na+/H+ antiporter 1
Solyc06g008860	AB211519	u1 small nuclear ribonucleoprotein C
Solyc06g008970	SlDEAH18	RNA helicase DEAH-box18
Solyc06g009070	SlC3H41	Zinc finger transcription factor 41
Solyc06g009400	piiglb1	PII-like protein
Solyc06g009750	kap	importin alpha
Solyc06g011350	SlPIP2.4	plasma membrane intrinsic protein 2.4
Solyc06g031710	Solyc06g031710	Sl Nodulin-like protein
Solyc06g034110	aps1	Tomato acid phosphatase
Solyc06g035530	AF049899	gibberellin 20-oxidase-2
Solyc06g036170	gras9	gras9
Solyc06g036260	crtrb1	beta-carotene hydroxylase-1
Solyc06g036290	hsp90	heat shock protein 90
Solyc06g048410	fesod	iron superoxide dismutase
Solyc06g048600	SlRRA7	Response regulator 7
Solyc06g048630	MSRA1	methionine sulfoxide reductase A1
Solyc06g048870	SlWRKY19	WRKY transcription factor 19
Solyc06g048960	SlDCL2a	Dicer-like 2a
Solyc06g049050	exp2	expansin 2
Solyc06g049080	tpx1	thioredoxin peroxidase 1
Solyc06g050520	dreb1	dehydration responsive element binding protein 1
Solyc06g051170	SlRDR3b	RNA-dependent RNA polymerase3b
Solyc06g051400	fad	omega-3 fatty acid desaturase
Solyc06g051420	AY553842	nucleic acid-binding protein
Solyc06g051550	fer	fe inefficient
Solyc06g051800	exp1	expansin  1
Solyc06g051850	pt5	mycorrhiza-inducible inorganic phosphate transporter 5
Solyc06g053510	pmt	putrescine N-methyltransferase
Solyc06g053610	myb	R2R3MYB transcription factor 14
Solyc06g053620	ppck2	phosphoenolpyruvate carboxylase kinase 2
Solyc06g053710	etr4	ethylene receptor homolog (ETR4)
Solyc06g053830	iaa7	auxin-regulated IAA7
Solyc06g053840	SlIAA4	auxin-regulated IAA4
Solyc06g054010	5pt3	inositol-1,4,5-triphosphate-5-phosphatase 3
Solyc06g054260	psad	photosystem 1 reaction center protein subunit 2
Solyc06g054560	SlDEAH19	RNA helicase DEAH-box19
Solyc06g054600	SlC3H42	Zinc finger transcription factor  42
Solyc06g054620	SlC3H43	Zinc finger transcription factor 43
Solyc06g059730	SlPIN6	SlPIN6
Solyc06g059840	Z94180	branched chain alpha-keto acid dehydrogenase E1-alpha subunit
Solyc06g059880	Solyc06g059880	Acetolactate synthase
Solyc06g059920	SSTLE2	sesquiterpene synthase 2
Solyc06g059930	sstle1	sesquiterpene synthase 1
Solyc06g059970	TPI	TPI
Solyc06g060110	aap2	amino acid transporter 2
Solyc06g060760	SlTIP2.3	tonoplast intrinsic protein 2.3
Solyc06g060780	psd	phosphatidylserine decarboxylase
Solyc06g062540	psi14c	phosphatase (psi14C gene)
Solyc06g062550	psi14a	LES459817 putative phosphatase 14A
Solyc06g062560	psi14b	phosphatase 14B
Solyc06g062800	SlDEAD19	RNA helicase DEAD19
Solyc06g062920	AF332960	auxin-regulated dual specificity cytosolic kinase
Solyc06g063020	SlC3H44	Zinc finger transcription factor 44
Solyc06g063070	Sl-ERF_A_3	Ethylene Response Factor  A.3
Solyc06g063210	SLGLR2_5	glutamate receptor-like 2.5
Solyc06g064520	man2	(1-4)-beta-mannan endohydrolase precursor
Solyc06g064830	AY032884	WD-40 repeat protein AY032884
Solyc06g065190	SlTCP13	TCP transcription factor 13
Solyc06g065240	fut13	alpha-1,4-fucosyltransferase
Solyc06g065630	tofzy	flavin monooxygenase
Solyc06g065680	cyca2	cyclin A2
Solyc06g065820	Sl-ERF_H_1	Ethylene Response Factor H.1
Solyc06g066020	SlIAA36	auxin-regulated IAA36
Solyc06g066060	cgi1	CGI-144
Solyc06g066370	SlWRKY31	WRKY transcription factor 31
Solyc06g066440	hxk2	hexokinase 2
Solyc06g066560	SlTIP2.5	tonoplast intrinsic protein 2.5
Solyc06g066580	SlbHLH137	bHLH transcription factor137
Solyc06g066670	SlDEAH20	RNA helicase DEAH-box20
Solyc06g066820	3oh1	Le3OH-13b-hydroxylase
Solyc06g068090	plda1	phospholipase PLDa1
Solyc06g068160	snf4	SNF4
Solyc06g068280	SlDEAD20	RNA helicase DEAD20
Solyc06g068440	ccr1	cinnamoyl-CoA reductase
Solyc06g068460	SlWRKY40	WRKY transcription factor 40
Solyc06g068510	SlMAPKKK38	MAP kinase kinase kinase 38
Solyc06g068570	Solyc06g068570	AP2-like ethylene-responsive transcription factor
Solyc06g068980	SlMAPKKK39	MAP kinase kinase kinase 39
Solyc06g069010	arca1	LeArcA1 protein containing 7 WD40 repeats
Solyc06g069040	gstt4	glutathione S-transferase T4
Solyc06g069240	SlTCP8	branched1b
Solyc06g069430	fruitfull1	FRUITFULL-like MADS-box 1
Solyc06g069430	ob835-tdr4	ob835-TDR4
Solyc06g069440	SlC3H45	Zinc finger transcription factor 45
Solyc06g069460	SlTCP6	TCP transcription factor 6
Solyc06g070900	SlTCP17	TCP transcription factor 17
Solyc06g071030	ics	isochorismate synthase
Solyc06g071100	lha2	plasma membrane H+-ATPase
Solyc06g071410	SlMAPKKK40	MAP kinase kinase kinase 40
Solyc06g071800	SlMAPKKK41	MAP kinase kinase kinase 41
Solyc06g071860	SlC3H46	Zinc finger transcription factor 46
Solyc06g072040	CIP2a	CONSTANS interacting protein 2a
Solyc06g072080	AJ011418	ubiquitin activating enzyme
Solyc06g072130	SlTIP3.1	tonoplast intrinsic protein 3.1
Solyc06g072380	dhbk	3,4-dihydroxy-2-butanone kinase
Solyc06g072480	kd1	knox-like 1
Solyc06g072520	SlbHLH048	bHLH transcription factor GBOF-1
Solyc06g072570	ubc	ubiquitin conjugating enzyme
Solyc06g072650	SlSAUR61	Small auxin up-regulated RNA61
Solyc06g072720	SlC3H47	Zinc finger transcription factor 47
Solyc06g073040	SlOFP11	ovate family protein 11
Solyc06g073090	AY568722	chloroplast-specific ribosomal protein chloroplast-specific ribosomal protein
Solyc06g073180	cip1	CONSTANS interacting protein 1
Solyc06g073190	frk2	fructokinase 2
Solyc06g073390	fta	farnesyl protein transferase subunit A
Solyc06g073460	AY301280	phospholipid hydroperoxide glutathione peroxidase
Solyc06g073530	SlAGO4c	Argonaute4c
Solyc06g073540	SlAGO4b	Argonaute4b
Solyc06g073580	ACCO1	1-aminocyclopropane-1-carboxylate oxidase1
Solyc06g073590	SlNIP3.1	Solyc06g073590
Solyc06g073610	cycb1	cyclin B1
Solyc06g073640	SlMYB33	GAMYB-like2
Solyc06g073720	eil1	EIL1
Solyc06g073730	eil4	LeEIL4EIN3-like
Solyc06g073780	SMC3	SMC3
Solyc06g073920	SlYABBY2a	CRABS CLAW-like protein 2a
Solyc06g074120	bl2	bell-like homeodomain protein 2
Solyc06g074240	b	Beta-carotene
Solyc06g074350	sp	self-pruning
